Order,Family,Genus,Species,Binomial,ActivityCycle,AdultBodyMass,AgeatFirstBirth,DietBreadth,GestationLen,HabitatBreadth,HomeRange,LitterSize,LittersPerYear,MaxLongevity,NeonateBodyMass,PopulationDensity,SexualMaturityAge,Terrestriality,TrophicLevel
Rodentia,Muridae,Ammodillus,imbellis,Ammodillus imbellis,NA,49.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Artiodactyla,Bovidae,Ammodorcas,clarkei,Ammodorcas clarkei,NA,28049.81,NA,NA,200,1,NA,1,NA,36,NA,0.73,NA,ground dwelling,NA
Rodentia,Sciuridae,Ammospermophilus,harrisii,Ammospermophilus harrisii,diurnal,126.57,NA,4,29.19,NA,NA,6.32,1,NA,3.59,24.97,198.57,NA,herbivore
Rodentia,Sciuridae,Ammospermophilus,interpres,Ammospermophilus interpres,diurnal,112.53,NA,4,NA,2,NA,9.36,1.25,NA,NA,NA,NA,ground dwelling,omnivore
Rodentia,Sciuridae,Ammospermophilus,leucurus,Ammospermophilus leucurus,diurnal,103.92,NA,5,29.38,2,0.04,8,1.25,69.6,2.9,14.49,377.37,ground dwelling,omnivore
Rodentia,Sciuridae,Ammospermophilus,nelsoni,Ammospermophilus nelsoni,diurnal,160.42,NA,5,26,2,0.03,8.9,1,66,4.87,NA,377.57,ground dwelling,omnivore
Artiodactyla,Bovidae,Ammotragus,lervia,Ammotragus lervia,NA,94202.22,407.58,2,156.24,1,7.06,1.22,NA,252,4500,NA,507.09,ground dwelling,herbivore
Scandentia,Tupaiidae,Anathana,ellioti,Anathana ellioti,NA,160,NA,NA,NA,NA,NA,4.84,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Andalgalomys,olrogi,Andalgalomys olrogi,NA,32.9,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,ground dwelling,NA
Rodentia,Cricetidae,Andalgalomys,pearsoni,Andalgalomys pearsoni,NA,25.4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,ground dwelling,NA
Rodentia,Cricetidae,Andinomys,edax,Andinomys edax,NA,69.75,NA,NA,NA,1,NA,2.91,NA,NA,NA,NA,NA,ground dwelling,NA
Rodentia,Muridae,Anisomys,imitator,Anisomys imitator,NA,510.5,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,above ground,herbivore
Rodentia,Anomaluridae,Anomalurus,beecrofti,Anomalurus beecrofti,nocturnal,479.07,NA,NA,NA,1,NA,0.98,NA,NA,NA,NA,NA,above ground,NA
Rodentia,Anomaluridae,Anomalurus,derbianus,Anomalurus derbianus,nocturnal,665.84,NA,1,NA,1,0.04,1,2,NA,NA,50.43,NA,above ground,herbivore
Rodentia,Anomaluridae,Anomalurus,pelii,Anomalurus pelii,NA,1769.99,NA,NA,NA,NA,NA,2.5,2,NA,NA,NA,NA,NA,NA
Rodentia,Anomaluridae,Anomalurus,pusillus,Anomalurus pusillus,nocturnal,250,NA,NA,NA,1,NA,NA,NA,NA,NA,6.22,NA,above ground,NA
Rodentia,Cricetidae,Anotomys,leander,Anotomys leander,NA,66.39,NA,NA,NA,1,NA,0.97,NA,NA,NA,NA,NA,NA,NA
Chiroptera,Phyllostomidae,Anoura,caudifer,Anoura caudifer,NA,10.81,NA,3,107.97,1,NA,0.99,NA,NA,2.14,NA,NA,above ground,omnivore
Chiroptera,Phyllostomidae,Anoura,cultrata,Anoura cultrata,NA,17.39,NA,3,NA,1,NA,1.22,NA,NA,3.65,NA,NA,above ground,omnivore
Chiroptera,Phyllostomidae,Anoura,geoffroyi,Anoura geoffroyi,NA,15.15,NA,3,125.14,1,NA,0.99,1,120,4.99,NA,NA,above ground,omnivore
Chiroptera,Phyllostomidae,Anoura,latidens,Anoura latidens,NA,15.06,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,above ground,omnivore
Soricomorpha,Soricidae,Anourosorex,squamipes,Anourosorex squamipes,NA,20,NA,NA,NA,2,NA,2.82,NA,NA,NA,190,NA,ground dwelling,NA
Dasyuromorphia,Dasyuridae,Antechinomys,laniger,Antechinomys laniger,both,25.57,NA,NA,11.74,1,NA,5.99,1.5,39.6,NA,NA,393.87,ground dwelling,NA
Dasyuromorphia,Dasyuridae,Antechinus,agilis,Antechinus agilis,NA,22.13,NA,NA,27,NA,NA,10,NA,NA,NA,711,374.16,NA,NA
Dasyuromorphia,Dasyuridae,Antechinus,bellus,Antechinus bellus,both,38.73,NA,NA,30,1,NA,10.08,1,27.6,NA,160,396.83,ground dwelling,NA
Dasyuromorphia,Dasyuridae,Antechinus,flavipes,Antechinus flavipes,both,44.33,NA,NA,28,1,NA,8.54,1,42,NA,688.83,334.58,ground dwelling,NA
Dasyuromorphia,Dasyuridae,Antechinus,godmani,Antechinus godmani,both,75.74,NA,NA,NA,1,NA,4.58,1,NA,NA,5.3,374.16,ground dwelling,NA
Dasyuromorphia,Dasyuridae,Antechinus,leo,Antechinus leo,both,70.09,NA,NA,30.99,1,NA,8.19,1,24,NA,162,396.83,ground dwelling,NA
Dasyuromorphia,Dasyuridae,Antechinus,minimus,Antechinus minimus,both,52.56,NA,NA,29.27,1,NA,7.19,1,24,0.03,1400,361.77,ground dwelling,NA
Dasyuromorphia,Dasyuridae,Antechinus,stuartii,Antechinus stuartii,both,29.01,NA,3,28.15,2,0.008782702,6.89,1,36,0.01,328.78,329.99,above ground,omnivore
Dasyuromorphia,Dasyuridae,Antechinus,swainsonii,Antechinus swainsonii,both,58.69,NA,2,29.69,2,NA,8.24,1,24,NA,974.49,319.37,ground dwelling,omnivore
Artiodactyla,Bovidae,Antidorcas,marsupialis,Antidorcas marsupialis,both,33571.24,NA,2,169.49,1,NA,1,NA,240,3841.48,10.69,331.73,ground dwelling,herbivore
Artiodactyla,Antilocapridae,Antilocapra,americana,Antilocapra americana,NA,47450.01,365,2,247.99,1,8.05,1.93,1,144,3454.7,0.82,534.68,ground dwelling,herbivore
Artiodactyla,Bovidae,Antilope,cervicapra,Antilope cervicapra,NA,36301.1,669.16,5,166.59,1,0.62,1.22,2,243,3386.14,4.25,700.04,ground dwelling,herbivore
Chiroptera,Vespertilionidae,Antrozous,pallidus,Antrozous pallidus,NA,22.24,NA,2,59.01,1,NA,1.78,NA,109.2,3.09,NA,NA,above ground,carnivore
Carnivora,Mustelidae,Aonyx,capensis,Aonyx capensis,both,19322.22,NA,6,62.99,2,99.74,2.62,NA,132,NA,0.35,371.23,ground dwelling,omnivore
Carnivora,Mustelidae,Aonyx,cinerea,Aonyx cinerea,nocturnal,3527.59,NA,2,63.31,2,NA,1.47,NA,121,56.01,NA,NA,ground dwelling,carnivore
Primates,Aotidae,Aotus,azarae,Aotus azarae,nocturnal,929.57,NA,2,NA,1,NA,1,NA,NA,NA,15.94,NA,above ground,omnivore
Primates,Aotidae,Aotus,hershkovitzi,Aotus hershkovitzi,nocturnal,800,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,above ground,omnivore
Primates,Aotidae,Aotus,lemurinus,Aotus lemurinus,nocturnal,865.96,NA,4,132.23,1,NA,1.01,NA,216,97.47,35.43,755.15,above ground,omnivore
Primates,Aotidae,Aotus,miconax,Aotus miconax,nocturnal,800,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,above ground,omnivore
Primates,Aotidae,Aotus,nancymaae,Aotus nancymaae,nocturnal,791.03,NA,2,NA,1,NA,1.02,NA,NA,NA,28.16,NA,above ground,omnivore
Primates,Aotidae,Aotus,nigriceps,Aotus nigriceps,nocturnal,1057,NA,2,NA,1,NA,NA,NA,NA,NA,38,NA,above ground,omnivore
Primates,Aotidae,Aotus,trivirgatus,Aotus trivirgatus,nocturnal,912.4,883.3,3,133.47,1,0.02,1.06,NA,303.6,96.49,24.37,736.6,above ground,omnivore
Primates,Aotidae,Aotus,vociferans,Aotus vociferans,nocturnal,872.99,NA,2,NA,1,NA,1.02,NA,NA,NA,23.51,NA,above ground,herbivore
Rodentia,Aplodontiidae,Aplodontia,rufa,Aplodontia rufa,NA,806.21,730,2,30,1,0.001352133,2.46,1,120,23.12,778.39,827.69,ground dwelling,herbivore
Rodentia,Muridae,Apodemus,agrarius,Apodemus agrarius,NA,21.11,NA,NA,19.89,NA,NA,5.64,3.5,48,1.8,1098.35,76.04,NA,NA
Rodentia,Muridae,Apodemus,flavicollis,Apodemus flavicollis,NA,31.6,NA,NA,24.5,NA,0.001253831,4.94,3,48,2.3,1770,43.27,NA,NA
Rodentia,Muridae,Apodemus,mystacinus,Apodemus mystacinus,NA,43.84,NA,NA,23,NA,NA,3.88,2,NA,3,NA,NA,NA,NA
Rodentia,Muridae,Apodemus,semotus,Apodemus semotus,NA,25.77,NA,NA,NA,NA,NA,3.56,NA,NA,NA,NA,NA,NA,NA
Rodentia,Muridae,Apodemus,speciosus,Apodemus speciosus,NA,43.75,NA,NA,NA,NA,NA,4.47,NA,NA,NA,NA,NA,NA,NA
Rodentia,Muridae,Apodemus,sylvaticus,Apodemus sylvaticus,both,21.9,85,4,23.68,2,0.007114139,5.16,3.75,52.8,1.5,780,57.93,above ground,omnivore
Rodentia,Muridae,Apodemus,uralensis,Apodemus uralensis,NA,18.26,NA,NA,NA,NA,NA,5.72,NA,NA,NA,NA,NA,NA,NA
Rodentia,Muridae,Apodemus,witherbyi,Apodemus witherbyi,NA,20.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Muridae,Apomys,abrae,Apomys abrae,nocturnal,34.88,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,above ground,NA
Rodentia,Muridae,Apomys,datae,Apomys datae,nocturnal,34.88,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,above ground,NA
Rodentia,Muridae,Apomys,hylocetes,Apomys hylocetes,nocturnal,34.88,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,above ground,NA
Rodentia,Muridae,Apomys,insignis,Apomys insignis,nocturnal,34.88,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,above ground,NA
Rodentia,Muridae,Apomys,littoralis,Apomys littoralis,nocturnal,30.95,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,above ground,NA
Rodentia,Muridae,Apomys,microdon,Apomys microdon,both,34.98,NA,4,NA,2,NA,NA,NA,NA,NA,NA,NA,above ground,omnivore
Rodentia,Muridae,Apomys,musculus,Apomys musculus,both,21.2,NA,4,NA,2,0.002683942,NA,NA,NA,NA,1124.83,NA,above ground,omnivore
Rodentia,Muridae,Apomys,sacobianus,Apomys sacobianus,nocturnal,34.88,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,above ground,NA
Chiroptera,Pteropodidae,Aproteles,bulmerae,Aproteles bulmerae,NA,623.91,NA,2,NA,1,NA,1,1,NA,NA,NA,NA,above ground,herbivore
Rodentia,Cricetidae,Arborimus,albipes,Arborimus albipes,NA,23,NA,3,NA,2,NA,2.73,NA,NA,NA,NA,NA,above ground,herbivore
Rodentia,Cricetidae,Arborimus,longicaudus,Arborimus longicaudus,nocturnal,22.39,NA,1,28.11,2,NA,2.91,NA,NA,2.49,NA,NA,above ground,herbivore
Rodentia,Cricetidae,Arborimus,pomo,Arborimus pomo,nocturnal,32.49,NA,1,32.33,2,NA,2,NA,NA,2.39,NA,NA,above ground,herbivore
Rodentia,Muridae,Archboldomys,luzonensis,Archboldomys luzonensis,diurnal,35.34,NA,1,NA,NA,NA,NA,NA,NA,NA,575.19,NA,NA,carnivore
Carnivora,Viverridae,Arctictis,binturong,Arctictis binturong,nocturnal,12999.99,NA,3,92.24,1,NA,2.5,NA,272.4,317.35,NA,1034.61,ground dwelling,herbivore
Primates,Lorisidae,Arctocebus,aureus,Arctocebus aureus,NA,234.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Primates,Lorisidae,Arctocebus,calabarensis,Arctocebus calabarensis,nocturnal,258.01,417.92,3,133.74,NA,NA,1.01,NA,156,31.82,6.2,298.91,NA,omnivore
Carnivora,Viverridae,Arctogalidia,trivirgata,Arctogalidia trivirgata,nocturnal,2323.79,NA,6,45.95,1,NA,2.79,NA,190,NA,NA,841.82,ground dwelling,omnivore
Carnivora,Mustelidae,Arctonyx,collaris,Arctonyx collaris,nocturnal,8166.52,NA,6,42.89,1,NA,3,NA,167,58,NA,NA,ground dwelling,omnivore
Chiroptera,Phyllostomidae,Ardops,nichollsi,Ardops nichollsi,NA,19.23,NA,1,NA,1,NA,0.99,2,NA,2.52,NA,NA,above ground,herbivore
Chiroptera,Vespertilionidae,Arielulus,circumdatus,Arielulus circumdatus,NA,10.4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,above ground,NA
Chiroptera,Phyllostomidae,Artibeus,amplus,Artibeus amplus,NA,61.04,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,above ground,herbivore
Chiroptera,Phyllostomidae,Artibeus,aztecus,Artibeus aztecus,NA,20.81,NA,1,NA,1,NA,0.99,2,NA,NA,NA,NA,above ground,herbivore
Chiroptera,Phyllostomidae,Artibeus,cinereus,Artibeus cinereus,NA,12.7,NA,1,NA,1,NA,0.99,NA,NA,NA,NA,NA,above ground,herbivore
Chiroptera,Phyllostomidae,Artibeus,concolor,Artibeus concolor,NA,19.65,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,above ground,herbivore
Chiroptera,Phyllostomidae,Artibeus,fimbriatus,Artibeus fimbriatus,NA,63.89,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,above ground,herbivore
Chiroptera,Phyllostomidae,Artibeus,glaucus,Artibeus glaucus,NA,12.31,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,above ground,herbivore
Chiroptera,Phyllostomidae,Artibeus,gnomus,Artibeus gnomus,NA,10.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chiroptera,Phyllostomidae,Artibeus,hirsutus,Artibeus hirsutus,NA,40.42,NA,1,NA,1,NA,0.98,NA,NA,NA,NA,NA,above ground,herbivore
Chiroptera,Phyllostomidae,Artibeus,jamaicensis,Artibeus jamaicensis,NA,43.63,NA,4,138.7,1,NA,1,2,120,10.57,NA,333.22,above ground,omnivore
Chiroptera,Phyllostomidae,Artibeus,lituratus,Artibeus lituratus,nocturnal,59.3,NA,1,106.45,1,NA,1,2,NA,8.9,NA,NA,above ground,herbivore
Chiroptera,Phyllostomidae,Artibeus,obscurus,Artibeus obscurus,NA,35.91,NA,1,NA,1,NA,0.98,NA,NA,NA,NA,NA,above ground,herbivore
Chiroptera,Phyllostomidae,Artibeus,phaeotis,Artibeus phaeotis,NA,11.69,NA,3,NA,1,NA,0.99,2,NA,2.52,NA,NA,above ground,omnivore
Chiroptera,Phyllostomidae,Artibeus,toltecus,Artibeus toltecus,NA,15.47,NA,1,NA,1,NA,0.99,2,NA,NA,NA,NA,above ground,herbivore
Chiroptera,Phyllostomidae,Artibeus,watsoni,Artibeus watsoni,NA,11.2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
Rodentia,Muridae,Arvicanthis,abyssinicus,Arvicanthis abyssinicus,NA,73.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,10983.58,NA,NA,NA
Rodentia,Muridae,Arvicanthis,blicki,Arvicanthis blicki,NA,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Muridae,Arvicanthis,niloticus,Arvicanthis niloticus,diurnal,95.8,60,NA,21.99,NA,NA,4.86,3.5,NA,4.25,7309.52,51.89,NA,NA
Rodentia,Cricetidae,Arvicola,amphibius,Arvicola amphibius,NA,120,365,NA,21.24,NA,NA,4.76,3.5,60,5.29,57067.85,48.43,NA,NA
Rodentia,Cricetidae,Arvicola,sapidus,Arvicola sapidus,NA,219.99,NA,NA,NA,NA,NA,3.21,NA,42,NA,NA,NA,NA,NA
Chiroptera,Hipposideridae,Asellia,tridens,Asellia tridens,NA,12.94,NA,1,66.1,1,NA,NA,NA,NA,NA,NA,NA,above ground,carnivore
Chiroptera,Hipposideridae,Aselliscus,stoliczkanus,Aselliscus stoliczkanus,NA,6.09,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,above ground,carnivore
Chiroptera,Hipposideridae,Aselliscus,tricuspidatus,Aselliscus tricuspidatus,NA,4.08,NA,1,NA,1,NA,0.99,NA,NA,NA,NA,NA,above ground,carnivore
Erinaceomorpha,Erinaceidae,Atelerix,albiventris,Atelerix albiventris,nocturnal,293.44,NA,5,35.99,1,NA,3.98,1,NA,8,NA,116.45,ground dwelling,omnivore
Primates,Tarsiidae,Tarsius,tarsier,Tarsius tarsier,nocturnal,168.04,518.3,3,181.69,NA,0.02,1,NA,144,23.99,200,596.29,NA,omnivore
Rodentia,Muridae,Tatera,indica,Tatera indica,NA,138.28,NA,4,25.25,NA,0.001368298,4.99,3.75,84,3,NA,84.35,NA,omnivore
Rodentia,Muridae,Taterillus,arenarius,Taterillus arenarius,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Muridae,Taterillus,emini,Taterillus emini,NA,52,NA,NA,NA,NA,NA,3.76,NA,NA,NA,NA,NA,NA,NA
Rodentia,Muridae,Taterillus,gracilis,Taterillus gracilis,NA,49.9,NA,NA,28.11,NA,NA,4,NA,NA,NA,467.68,84.71,NA,NA
Rodentia,Muridae,Taterillus,pygargus,Taterillus pygargus,NA,60.19,NA,1,26.34,NA,0.000415138,4.47,NA,NA,NA,3000,80.19,NA,herbivore
Artiodactyla,Bovidae,Taurotragus,derbianus,Taurotragus derbianus,NA,646024.25,NA,1,NA,1,NA,NA,NA,194.04,NA,0.74,755.15,ground dwelling,herbivore
Artiodactyla,Bovidae,Taurotragus,oryx,Taurotragus oryx,both,562592.69,958.12,3,271,1,195.15,1,NA,300,30889.05,1.64,672.49,ground dwelling,herbivore
Carnivora,Mustelidae,Taxidea,taxus,Taxidea taxus,nocturnal,7842.15,NA,1,43.8,1,3.44,2.76,NA,312,93.49,1.94,365,ground dwelling,carnivore
Artiodactyla,Tayassuidae,Tayassu,pecari,Tayassu pecari,both,31798.71,NA,6,158,1,40.97,2,NA,252,1000,1.59,684.67,ground dwelling,omnivore
Afrosoricida,Tenrecidae,Tenrec,ecaudatus,Tenrec ecaudatus,both,887.59,NA,3,60.24,1,NA,16.89,1,75.6,24.24,NA,206.92,ground dwelling,omnivore
Artiodactyla,Bovidae,Tetracerus,quadricornis,Tetracerus quadricornis,NA,19282.12,365,5,207.31,NA,NA,1.65,NA,129.96,1040,NA,NA,NA,herbivore
Rodentia,Muridae,Thallomys,nigricauda,Thallomys nigricauda,NA,124.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Muridae,Thallomys,paedulcus,Thallomys paedulcus,NA,77.7,107,NA,26.34,NA,NA,3.2,NA,42,2.65,34,91.83,NA,NA
Rodentia,Cricetidae,Thalpomys,cerradensis,Thalpomys cerradensis,NA,23.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Thalpomys,lasiotis,Thalpomys lasiotis,NA,23.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Muridae,Thamnomys,kempi,Thamnomys kempi,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Muridae,Thamnomys,venustus,Thamnomys venustus,NA,61.88,NA,NA,NA,NA,NA,1.33,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Thaptomys,nigrita,Thaptomys nigrita,diurnal,19.9,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,ground dwelling,NA
Primates,Cercopithecidae,Theropithecus,gelada,Theropithecus gelada,diurnal,15964.11,1505.62,2,178.64,NA,1.16,1.01,NA,336,464.92,51.42,1894.11,NA,herbivore
Rodentia,Cricetidae,Thomasomys,aureus,Thomasomys aureus,NA,87.99,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,above ground,herbivore
Rodentia,Cricetidae,Thomasomys,baeops,Thomasomys baeops,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Thomasomys,bombycinus,Thomasomys bombycinus,NA,114.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Thomasomys,daphne,Thomasomys daphne,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Thomasomys,hylophilus,Thomasomys hylophilus,NA,77,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,ground dwelling,NA
Rodentia,Cricetidae,Thomasomys,incanus,Thomasomys incanus,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Thomasomys,ischyrus,Thomasomys ischyrus,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Thomasomys,kalinowskii,Thomasomys kalinowskii,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Thomasomys,ladewi,Thomasomys ladewi,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Thomasomys,laniger,Thomasomys laniger,NA,35.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Thomasomys,niveipes,Thomasomys niveipes,NA,54.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Thomasomys,notatus,Thomasomys notatus,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Thomasomys,oreas,Thomasomys oreas,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Thomasomys,paramorum,Thomasomys paramorum,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Thomasomys,pyrrhonotus,Thomasomys pyrrhonotus,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Thomasomys,rhoadsi,Thomasomys rhoadsi,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Thomasomys,rosalinda,Thomasomys rosalinda,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Thomasomys,silvestris,Thomasomys silvestris,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Thomasomys,taczanowskii,Thomasomys taczanowskii,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Thomasomys,vestitus,Thomasomys vestitus,NA,76.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Geomyidae,Thomomys,bottae,Thomomys bottae,both,122.7,91.25,4,23.87,2,9.89E-05,4.61,2,54,3.2,5250,201.38,ground dwelling,herbivore
Rodentia,Geomyidae,Thomomys,bulbivorus,Thomomys bulbivorus,NA,359.9,NA,3,NA,2,NA,4.99,1,NA,6.12,NA,NA,ground dwelling,herbivore
Rodentia,Geomyidae,Thomomys,mazama,Thomomys mazama,NA,93.07,NA,3,NA,2,9.05E-05,3.79,NA,NA,NA,3578.84,NA,ground dwelling,herbivore
Rodentia,Geomyidae,Thomomys,monticola,Thomomys monticola,NA,80.99,NA,3,NA,2,5.74E-05,3.49,1,60,NA,2814,393.5,ground dwelling,herbivore
Rodentia,Geomyidae,Thomomys,talpoides,Thomomys talpoides,NA,104.64,NA,3,19,2,NA,4.86,1,45,3.15,2196.71,231.94,ground dwelling,herbivore
Rodentia,Geomyidae,Thomomys,townsendii,Thomomys townsendii,NA,263.35,NA,3,NA,2,NA,6.15,2,NA,NA,NA,NA,ground dwelling,herbivore
Rodentia,Geomyidae,Thomomys,umbrinus,Thomomys umbrinus,NA,125.56,NA,3,NA,2,NA,2.2,NA,NA,NA,NA,NA,ground dwelling,herbivore
Chiroptera,Pteropodidae,Thoopterus,nigrescens,Thoopterus nigrescens,NA,66.12,NA,NA,NA,1,NA,0.98,NA,NA,NA,NA,NA,above ground,NA
Rodentia,Thryonomyidae,Thryonomys,gregorianus,Thryonomys gregorianus,nocturnal,2707.14,NA,NA,91.24,1,NA,2.91,2,NA,NA,NA,NA,ground dwelling,NA
Rodentia,Thryonomyidae,Thryonomys,swinderianus,Thryonomys swinderianus,nocturnal,3750.85,456.25,2,125.76,1,NA,3.88,2,51.6,118.89,NA,175.38,ground dwelling,herbivore
Didelphimorphia,Didelphidae,Thylamys,macrurus,Thylamys macrurus,nocturnal,34.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Didelphimorphia,Didelphidae,Thylamys,pallidior,Thylamys pallidior,nocturnal,15.34,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,above ground,NA
Didelphimorphia,Didelphidae,Thylamys,velutinus,Thylamys velutinus,nocturnal,20.69,NA,2,NA,NA,0.02,NA,NA,NA,NA,54.99,NA,NA,carnivore
Diprotodontia,Macropodidae,Thylogale,billardierii,Thylogale billardierii,NA,5865.86,441.04,NA,30.73,1,NA,1,1,120,0.4,250,418.85,ground dwelling,NA
Diprotodontia,Macropodidae,Thylogale,browni,Thylogale browni,NA,5478,NA,NA,NA,1,NA,1.02,NA,NA,NA,NA,NA,ground dwelling,NA
Diprotodontia,Macropodidae,Thylogale,stigmatica,Thylogale stigmatica,nocturnal,4511.47,NA,3,29,1,0.02,1,NA,NA,NA,313.68,386.63,ground dwelling,herbivore
Diprotodontia,Macropodidae,Thylogale,thetis,Thylogale thetis,nocturnal,5399.95,NA,NA,NA,1,0.1,1,NA,108,NA,359.99,627.19,ground dwelling,NA
Chiroptera,Thyropteridae,Thyroptera,discifera,Thyroptera discifera,NA,3.13,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,above ground,NA
Chiroptera,Thyropteridae,Thyroptera,tricolor,Thyroptera tricolor,NA,4.52,NA,1,154.24,1,NA,0.98,2,NA,1.09,NA,NA,above ground,carnivore
Didelphimorphia,Didelphidae,Tlacuatzin,canescens,Tlacuatzin canescens,nocturnal,47.73,NA,NA,NA,2,NA,8.49,NA,NA,NA,305.11,NA,above ground,NA
Rodentia,Muridae,Tokudaia,osimensis,Tokudaia osimensis,NA,84.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cingulata,Dasypodidae,Tolypeutes,matacus,Tolypeutes matacus,both,1303.47,NA,3,125.14,2,NA,1,NA,NA,113,7,330.37,ground dwelling,omnivore
Cingulata,Dasypodidae,Tolypeutes,tricinctus,Tolypeutes tricinctus,NA,1465.72,NA,2,NA,2,NA,0.93,1,NA,NA,NA,NA,ground dwelling,omnivore
Chiroptera,Phyllostomidae,Tonatia,bidens,Tonatia bidens,NA,27.7,NA,3,NA,1,NA,0.98,NA,NA,NA,NA,NA,above ground,omnivore
Chiroptera,Phyllostomidae,Trachops,cirrhosus,Trachops cirrhosus,NA,36.9,NA,2,NA,1,NA,0.98,NA,NA,NA,NA,NA,above ground,carnivore
Primates,Cercopithecidae,Trachypithecus,auratus,Trachypithecus auratus,diurnal,9719.6,NA,NA,NA,NA,0.03,NA,NA,NA,NA,41.99,NA,NA,NA
