Order,Family,Genus,Species,Binomial,ActivityCycle,AdultBodyMass,AgeatFirstBirth,DietBreadth,GestationLen,HabitatBreadth,HomeRange,LitterSize,LittersPerYear,MaxLongevity,NeonateBodyMass,PopulationDensity,SexualMaturityAge,Terrestriality,TrophicLevel
Rodentia,Sciuridae,Sundasciurus,brookei,Sundasciurus brookei,NA,114.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Sciuridae,Sundasciurus,hippurus,Sundasciurus hippurus,NA,357.79,NA,5,NA,1,NA,NA,NA,NA,NA,177.15,NA,above ground,omnivore
Rodentia,Sciuridae,Sundasciurus,lowii,Sundasciurus lowii,diurnal,84.99,NA,5,NA,2,NA,2.46,NA,NA,NA,NA,NA,above ground,omnivore
Rodentia,Sciuridae,Sundasciurus,samarensis,Sundasciurus samarensis,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Sciuridae,Sundasciurus,tenuis,Sundasciurus tenuis,NA,74.87,NA,5,NA,1,NA,3.11,NA,NA,NA,141.72,NA,above ground,omnivore
Soricomorpha,Soricidae,Surdisorex,norae,Surdisorex norae,NA,23.57,NA,NA,NA,NA,NA,1.41,NA,NA,NA,NA,NA,NA,NA
Soricomorpha,Soricidae,Surdisorex,polulus,Surdisorex polulus,NA,8.99,NA,NA,NA,NA,NA,1.49,NA,NA,NA,NA,NA,NA,NA
Carnivora,Herpestidae,Suricata,suricatta,Suricata suricatta,diurnal,729.99,365,1,77,1,11.76,3.86,1,150,30.5,NA,377.37,ground dwelling,carnivore
Artiodactyla,Suidae,Sus,barbatus,Sus barbatus,both,135805.95,NA,6,114.63,1,NA,6.59,1,NA,NA,NA,362.5,ground dwelling,omnivore
Artiodactyla,Suidae,Sus,cebifrons,Sus cebifrons,both,190792.3,NA,6,125.14,NA,NA,4.58,1,NA,NA,NA,283.18,NA,omnivore
Artiodactyla,Suidae,Sus,celebensis,Sus celebensis,both,53813.21,NA,5,126,NA,NA,3.24,NA,NA,NA,NA,NA,NA,omnivore
Artiodactyla,Suidae,Sus,philippensis,Sus philippensis,both,190792.3,NA,6,125.14,NA,NA,6.24,1,NA,NA,NA,283.18,NA,omnivore
Artiodactyla,Suidae,Sus,salvanius,Sus salvanius,both,7974.13,NA,4,110.5,1,0.15,3.66,NA,144,NA,NA,NA,ground dwelling,omnivore
Artiodactyla,Suidae,Sus,scrofa,Sus scrofa,both,84471.54,312,5,115.2,NA,1.18,4.52,1.5,252,807.77,3.54,350.76,NA,omnivore
Artiodactyla,Suidae,Sus,verrucosus,Sus verrucosus,NA,89406.23,NA,3,121.66,NA,NA,5.47,NA,168,NA,NA,NA,NA,omnivore
Chiroptera,Pteropodidae,Syconycteris,australis,Syconycteris australis,NA,17.6,NA,2,NA,1,NA,1,2,NA,NA,NA,NA,above ground,herbivore
Chiroptera,Pteropodidae,Syconycteris,carolinae,Syconycteris carolinae,NA,39.67,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,above ground,herbivore
Chiroptera,Pteropodidae,Syconycteris,hobbit,Syconycteris hobbit,NA,20.06,NA,1,NA,1,NA,0.98,NA,NA,NA,NA,NA,above ground,herbivore
Artiodactyla,Bovidae,Sylvicapra,grimmia,Sylvicapra grimmia,both,15639.15,608.33,4,174.89,1,NA,0.98,2,171.96,1581.45,2.42,293.14,ground dwelling,herbivore
Lagomorpha,Leporidae,Sylvilagus,aquaticus,Sylvilagus aquaticus,NA,2133.34,NA,2,37.24,1,0.01,3,2.94,NA,55.7,82.44,154.71,ground dwelling,herbivore
Lagomorpha,Leporidae,Sylvilagus,audubonii,Sylvilagus audubonii,NA,880.88,NA,2,28,1,0.03,3,NA,NA,34.36,290,90.7,ground dwelling,herbivore
Lagomorpha,Leporidae,Sylvilagus,bachmani,Sylvilagus bachmani,nocturnal,714.53,NA,3,27,2,0.0022227,3.35,4.5,NA,27.25,568,NA,ground dwelling,herbivore
Lagomorpha,Leporidae,Sylvilagus,brasiliensis,Sylvilagus brasiliensis,both,986.74,NA,1,42.5,1,NA,1.9,4.7,NA,NA,3.54,99.18,ground dwelling,herbivore
Lagomorpha,Leporidae,Sylvilagus,cunicularius,Sylvilagus cunicularius,both,2489.54,NA,2,30,1,NA,3.71,NA,NA,NA,NA,NA,ground dwelling,herbivore
Lagomorpha,Leporidae,Sylvilagus,floridanus,Sylvilagus floridanus,both,1207.19,NA,2,27,1,0.01,4.62,4.81,108,34.15,680.83,106.05,ground dwelling,herbivore
Lagomorpha,Leporidae,Sylvilagus,graysoni,Sylvilagus graysoni,NA,964.01,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,ground dwelling,NA
Lagomorpha,Leporidae,Sylvilagus,insonus,Sylvilagus insonus,NA,2999.98,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,ground dwelling,NA
Lagomorpha,Leporidae,Sylvilagus,nuttallii,Sylvilagus nuttallii,NA,801.54,NA,1,28.24,2,NA,4.79,3.5,NA,NA,86.25,102.04,above ground,herbivore
Lagomorpha,Leporidae,Sylvilagus,palustris,Sylvilagus palustris,nocturnal,1355.23,NA,2,33.46,1,0.03,2.96,6,NA,NA,NA,180,ground dwelling,herbivore
Lagomorpha,Leporidae,Sylvilagus,transitionalis,Sylvilagus transitionalis,both,813.51,NA,3,28,1,0.004289748,4.41,NA,NA,NA,NA,NA,ground dwelling,herbivore
Soricomorpha,Soricidae,Sylvisorex,johnstoni,Sylvisorex johnstoni,NA,3.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Soricomorpha,Soricidae,Sylvisorex,lunaris,Sylvisorex lunaris,NA,18.78,NA,NA,NA,NA,NA,2.69,NA,NA,NA,840.59,NA,NA,NA
Soricomorpha,Soricidae,Sylvisorex,ollula,Sylvisorex ollula,NA,16.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Soricomorpha,Soricidae,Sylvisorex,vulcanorum,Sylvisorex vulcanorum,NA,3.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Primates,Hylobatidae,Symphalangus,syndactylus,Symphalangus syndactylus,diurnal,10839,3255.8,4,230.66,NA,0.22,1.02,NA,456,517,4.99,3788.23,NA,omnivore
Rodentia,Cricetidae,Synaptomys,borealis,Synaptomys borealis,NA,21.3,NA,NA,NA,NA,NA,4.27,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Synaptomys,cooperi,Synaptomys cooperi,NA,28.01,NA,4,23.3,NA,0.000847162,3.09,2.75,30,3.15,1144.96,NA,NA,herbivore
Artiodactyla,Bovidae,Syncerus,caffer,Syncerus caffer,both,592665.98,1460,1,337.49,1,63.73,1.08,1,354,39843.11,5.84,1683.65,ground dwelling,herbivore
Monotremata,Tachyglossidae,Tachyglossus,aculeatus,Tachyglossus aculeatus,both,4499.97,NA,1,17.72,2,0.44,1,NA,600,0.37,NA,556.85,ground dwelling,carnivore
Rodentia,Spalacidae,Tachyoryctes,macrocephalus,Tachyoryctes macrocephalus,diurnal,621.88,NA,2,NA,2,NA,1,NA,NA,NA,6299.99,NA,ground dwelling,herbivore
Rodentia,Spalacidae,Tachyoryctes,splendens,Tachyoryctes splendens,NA,227.13,NA,NA,39.01,NA,7.80E-05,1.41,2,NA,15,3385.42,137.21,NA,NA
Chiroptera,Molossidae,Tadarida,aegyptiaca,Tadarida aegyptiaca,NA,17.63,343.7,1,85.52,1,NA,0.99,1,NA,3,NA,298.14,above ground,carnivore
Chiroptera,Molossidae,Tadarida,australis,Tadarida australis,NA,36.4,365,NA,NA,1,NA,1,1,NA,4.53,NA,NA,above ground,NA
Chiroptera,Molossidae,Tadarida,brasiliensis,Tadarida brasiliensis,NA,12.61,NA,1,89.99,1,NA,1.11,1,180,3.19,NA,400.26,above ground,carnivore
Chiroptera,Molossidae,Tadarida,teniotis,Tadarida teniotis,NA,28.07,NA,1,NA,1,NA,0.98,NA,NA,NA,NA,NA,above ground,carnivore
Soricomorpha,Talpidae,Talpa,caeca,Talpa caeca,both,71.08,NA,1,NA,2,NA,NA,NA,NA,NA,4999.99,NA,ground dwelling,carnivore
Soricomorpha,Talpidae,Talpa,europaea,Talpa europaea,both,87.53,365,1,30.41,2,0.002281811,3.89,1,84,3.24,925.63,335.48,ground dwelling,carnivore
Soricomorpha,Talpidae,Talpa,occidentalis,Talpa occidentalis,both,49.47,NA,1,NA,2,NA,NA,NA,NA,NA,NA,371.03,ground dwelling,carnivore
Soricomorpha,Talpidae,Talpa,romana,Talpa romana,both,92.5,NA,1,NA,2,0.002738746,NA,NA,NA,NA,1157.05,NA,ground dwelling,carnivore
Soricomorpha,Talpidae,Talpa,stankovici,Talpa stankovici,both,71.12,NA,1,NA,2,NA,NA,NA,NA,NA,4999.99,NA,ground dwelling,carnivore
Pilosa,Myrmecophagidae,Tamandua,mexicana,Tamandua mexicana,both,4178.51,NA,1,163.24,3,0.22,NA,1,114,NA,4.84,NA,above ground,carnivore
Pilosa,Myrmecophagidae,Tamandua,tetradactyla,Tamandua tetradactyla,both,4800,NA,1,160,2,2.72,1,1,108,NA,5.31,NA,above ground,carnivore
Rodentia,Sciuridae,Tamias,alpinus,Tamias alpinus,NA,36.54,NA,1,NA,2,NA,4.5,NA,NA,NA,NA,NA,above ground,herbivore
Rodentia,Sciuridae,Tamias,amoenus,Tamias amoenus,NA,50.63,365,7,30.46,2,0.008434861,4.99,1,62,2.62,152.81,350.01,above ground,omnivore
Rodentia,Sciuridae,Tamias,bulleri,Tamias bulleri,NA,100,NA,NA,NA,1,NA,2.43,NA,NA,NA,NA,NA,ground dwelling,NA
Rodentia,Sciuridae,Tamias,canipes,Tamias canipes,NA,70.2,NA,5,NA,2,NA,3.88,1,NA,NA,NA,NA,above ground,omnivore
Rodentia,Sciuridae,Tamias,cinereicollis,Tamias cinereicollis,NA,61.59,NA,6,30.19,2,NA,4.89,1,NA,NA,499.99,NA,above ground,omnivore
Rodentia,Sciuridae,Tamias,dorsalis,Tamias dorsalis,diurnal,63.66,NA,5,29.49,1,0.01,4.99,1,NA,NA,NA,NA,above ground,herbivore
Rodentia,Sciuridae,Tamias,durangae,Tamias durangae,NA,84.99,NA,NA,NA,NA,NA,2.38,NA,NA,NA,NA,NA,NA,NA
Rodentia,Sciuridae,Tamias,merriami,Tamias merriami,diurnal,74.77,NA,5,33.37,NA,NA,4.5,NA,NA,NA,NA,NA,NA,omnivore
Rodentia,Sciuridae,Tamias,minimus,Tamias minimus,diurnal,42.87,NA,4,29.19,3,0.01,4.95,1,75.96,2.27,221.91,347.05,above ground,omnivore
Rodentia,Sciuridae,Tamias,obscurus,Tamias obscurus,diurnal,72.99,NA,3,NA,3,NA,3.49,NA,NA,NA,NA,NA,above ground,herbivore
Rodentia,Sciuridae,Tamias,ochrogenys,Tamias ochrogenys,NA,91.69,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,omnivore
Rodentia,Sciuridae,Tamias,palmeri,Tamias palmeri,diurnal,60.74,NA,5,33.21,1,NA,3.93,1,NA,3.29,NA,NA,above ground,omnivore
Rodentia,Sciuridae,Tamias,panamintinus,Tamias panamintinus,diurnal,51.73,NA,6,36.23,2,NA,4.04,1,NA,5.1,NA,NA,above ground,omnivore
Rodentia,Sciuridae,Tamias,quadrimaculatus,Tamias quadrimaculatus,diurnal,83.62,NA,5,31.65,2,0.005589918,5.93,1,NA,NA,52,NA,above ground,omnivore
Rodentia,Sciuridae,Tamias,quadrivittatus,Tamias quadrivittatus,diurnal,57.49,365,5,31.7,2,0.02,3.92,1,NA,2.5,NA,327.4,above ground,omnivore
Rodentia,Sciuridae,Tamias,ruficaudus,Tamias ruficaudus,diurnal,60.06,365,4,NA,2,NA,4.85,1,96,NA,NA,NA,above ground,omnivore
Rodentia,Sciuridae,Tamias,rufus,Tamias rufus,diurnal,53.6,NA,3,32.85,2,0.007408495,NA,1,NA,NA,NA,324.83,above ground,herbivore
Rodentia,Sciuridae,Tamias,senex,Tamias senex,diurnal,89.35,NA,2,NA,2,0.01,4.37,NA,NA,NA,NA,NA,above ground,omnivore
Rodentia,Sciuridae,Tamias,sibiricus,Tamias sibiricus,NA,94.16,NA,NA,34.98,NA,0.001508451,5.01,1,NA,NA,NA,352.43,NA,NA
Rodentia,Sciuridae,Tamias,siskiyou,Tamias siskiyou,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Sciuridae,Tamias,sonomae,Tamias sonomae,NA,75,NA,2,NA,2,NA,4,1,NA,NA,NA,NA,above ground,herbivore
Rodentia,Sciuridae,Tamias,speciosus,Tamias speciosus,diurnal,60.83,NA,5,NA,2,0.01,4.14,1,NA,NA,76.48,NA,above ground,omnivore
Rodentia,Sciuridae,Tamias,townsendii,Tamias townsendii,diurnal,79.12,NA,8,28,3,0.0072278,3.75,1,84,3.52,260,NA,above ground,omnivore
Rodentia,Sciuridae,Tamias,umbrinus,Tamias umbrinus,NA,51.75,NA,NA,NA,NA,0.02,6.8,NA,NA,NA,253.71,NA,NA,NA
Rodentia,Sciuridae,Tamiasciurus,douglasii,Tamiasciurus douglasii,diurnal,225,NA,5,38.98,2,0.003531743,5.49,2,NA,4.99,44.28,140.3,above ground,omnivore
Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Tamiasciurus hudsonicus,diurnal,200.24,NA,5,34.25,1,0.007743219,3.93,1.75,144,6.89,174.35,357.81,above ground,omnivore
Rodentia,Sciuridae,Tamiops,maritimus,Tamiops maritimus,NA,66.77,NA,NA,NA,NA,NA,2.59,NA,NA,NA,NA,NA,NA,NA
Rodentia,Sciuridae,Tamiops,mcclellandii,Tamiops mcclellandii,NA,45.84,NA,NA,NA,1,NA,2.38,NA,NA,NA,NA,NA,above ground,NA
Chiroptera,Emballonuridae,Taphozous,georgianus,Taphozous georgianus,nocturnal,30.52,365,1,106.86,1,NA,1,1,60,4.22,NA,278.27,above ground,carnivore
Chiroptera,Emballonuridae,Taphozous,hildegardeae,Taphozous hildegardeae,nocturnal,29.37,NA,1,NA,1,NA,1,1,NA,NA,NA,NA,above ground,carnivore
Chiroptera,Emballonuridae,Taphozous,hilli,Taphozous hilli,nocturnal,21.99,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,above ground,NA
Chiroptera,Emballonuridae,Taphozous,kapalgensis,Taphozous kapalgensis,nocturnal,26.45,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,above ground,NA
Chiroptera,Emballonuridae,Taphozous,longimanus,Taphozous longimanus,nocturnal,25.11,425.83,1,107.22,1,NA,0.99,2,NA,5.52,NA,169.16,above ground,carnivore
Chiroptera,Emballonuridae,Taphozous,mauritianus,Taphozous mauritianus,both,27.97,NA,1,42.89,1,NA,1,1,NA,NA,NA,NA,above ground,carnivore
Chiroptera,Emballonuridae,Taphozous,melanopogon,Taphozous melanopogon,nocturnal,25.99,730,NA,122.5,1,NA,0.99,1,NA,5.8,NA,374.39,above ground,NA
Chiroptera,Emballonuridae,Taphozous,nudiventris,Taphozous nudiventris,nocturnal,32.49,371.08,NA,100.11,1,NA,1,1,NA,8.91,NA,421.91,above ground,NA
Chiroptera,Emballonuridae,Taphozous,perforatus,Taphozous perforatus,nocturnal,24.43,NA,NA,91.24,1,NA,0.99,2,NA,NA,NA,NA,above ground,NA
Chiroptera,Emballonuridae,Taphozous,theobaldi,Taphozous theobaldi,nocturnal,36.83,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,above ground,NA
Perissodactyla,Tapiridae,Tapirus,bairdii,Tapirus bairdii,both,293781.59,NA,4,396.24,1,1.15,1,NA,NA,NA,0.34,710.47,ground dwelling,herbivore
Perissodactyla,Tapiridae,Tapirus,indicus,Tapirus indicus,nocturnal,311209.19,NA,3,396.5,1,9.4,1,0.5,360,6848.35,0.11,1132.72,ground dwelling,herbivore
Primates,Tarsiidae,Tarsius,sangirensis,Tarsius sangirensis,NA,165,NA,NA,NA,NA,NA,1.02,NA,NA,NA,NA,NA,NA,NA
Primates,Tarsiidae,Tarsius,syrichta,Tarsius syrichta,nocturnal,115.91,1204.5,1,177.99,NA,0.007129928,1.01,NA,180,25.6,NA,NA,NA,herbivore
Rodentia,Muridae,Abditomys,latidens,Abditomys latidens,NA,268.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Muridae,Abeomelomys,sevia,Abeomelomys sevia,NA,54.88,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,above ground,NA
Rodentia,Cricetidae,Abrawayaomys,ruschii,Abrawayaomys ruschii,NA,62.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Abrocomidae,Abrocoma,bennettii,Abrocoma bennettii,nocturnal,250.5,NA,NA,NA,3,NA,4.86,NA,27.6,NA,143.85,NA,above ground,NA
Rodentia,Abrocomidae,Abrocoma,boliviensis,Abrocoma boliviensis,NA,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Abrocomidae,Abrocoma,cinerea,Abrocoma cinerea,NA,193.64,NA,NA,109.49,3,NA,2.19,NA,NA,13.26,NA,NA,above ground,NA
Rodentia,Cricetidae,Abrothrix,andinus,Abrothrix andinus,diurnal,24.91,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,ground dwelling,NA
Rodentia,Cricetidae,Abrothrix,illuteus,Abrothrix illuteus,NA,47.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Abrothrix,jelskii,Abrothrix jelskii,both,34.5,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,ground dwelling,omnivore
Rodentia,Cricetidae,Abrothrix,lanosus,Abrothrix lanosus,NA,27.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Abrothrix,longipilis,Abrothrix longipilis,both,38.86,112.3,7,NA,3,NA,3.7,NA,NA,3.29,2777.2,51.73,above ground,omnivore
Rodentia,Cricetidae,Abrothrix,olivaceus,Abrothrix olivaceus,both,24.52,NA,7,NA,3,0.000448137,5.34,2,12,NA,3211.81,170.38,above ground,omnivore
Rodentia,Cricetidae,Abrothrix,sanborni,Abrothrix sanborni,both,24.7,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,omnivore
Chiroptera,Pteropodidae,Acerodon,celebensis,Acerodon celebensis,NA,384.84,NA,NA,NA,1,NA,0.98,NA,NA,NA,NA,NA,above ground,NA
Chiroptera,Pteropodidae,Acerodon,jubatus,Acerodon jubatus,NA,1087.04,NA,2,NA,1,NA,1,1,NA,NA,NA,NA,above ground,herbivore
Chiroptera,Pteropodidae,Acerodon,mackloti,Acerodon mackloti,NA,467.93,NA,1,NA,1,NA,0.98,NA,NA,NA,NA,NA,above ground,herbivore
Carnivora,Felidae,Acinonyx,jubatus,Acinonyx jubatus,diurnal,50577.92,1217.27,1,92.24,1,88.27,3.28,NA,228,441.66,0.01,741.97,ground dwelling,carnivore
Rodentia,Cricetidae,Akodon,affinis,Akodon affinis,both,24.89,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,ground dwelling,omnivore
Rodentia,Cricetidae,Akodon,albiventer,Akodon albiventer,diurnal,25.95,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,ground dwelling,carnivore
Rodentia,Cricetidae,Akodon,azarae,Akodon azarae,both,25.27,NA,4,23,2,NA,4.59,1.25,NA,NA,7679.65,61.87,ground dwelling,omnivore
Rodentia,Cricetidae,Akodon,bogotensis,Akodon bogotensis,NA,12.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Akodon,boliviensis,Akodon boliviensis,both,27.5,NA,3,NA,1,NA,4.86,NA,NA,NA,NA,NA,ground dwelling,omnivore
Rodentia,Cricetidae,Akodon,budini,Akodon budini,NA,26.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Akodon,cursor,Akodon cursor,nocturnal,39.84,NA,4,NA,1,NA,NA,NA,NA,NA,442.88,NA,ground dwelling,omnivore
Rodentia,Cricetidae,Akodon,dayi,Akodon dayi,nocturnal,32.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Akodon,dolores,Akodon dolores,NA,50.49,NA,NA,NA,NA,NA,3.89,NA,NA,2.94,NA,NA,NA,NA
Rodentia,Cricetidae,Akodon,fumeus,Akodon fumeus,NA,22.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Akodon,iniscatus,Akodon iniscatus,NA,28.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Akodon,juninensis,Akodon juninensis,NA,38.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Akodon,kofordi,Akodon kofordi,NA,29.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Akodon,latebricola,Akodon latebricola,NA,38.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Akodon,lindberghi,Akodon lindberghi,NA,26.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Akodon,lutescens,Akodon lutescens,NA,20.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Akodon,mimus,Akodon mimus,NA,23.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Akodon,molinae,Akodon molinae,NA,32.99,91.25,NA,23,1,NA,3.77,NA,NA,2.94,NA,28.07,ground dwelling,NA
Rodentia,Cricetidae,Akodon,mollis,Akodon mollis,NA,30.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Akodon,neocenus,Akodon neocenus,NA,42.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Akodon,orophilus,Akodon orophilus,NA,38.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Akodon,sanctipaulensis,Akodon sanctipaulensis,NA,27.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Akodon,serrensis,Akodon serrensis,NA,28.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Akodon,siberiae,Akodon siberiae,NA,34.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Akodon,simulator,Akodon simulator,NA,42.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Akodon,spegazzinii,Akodon spegazzinii,NA,28.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Akodon,subfuscus,Akodon subfuscus,NA,30.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Akodon,surdus,Akodon surdus,NA,38.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Akodon,sylvanus,Akodon sylvanus,NA,38.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Akodon,toba,Akodon toba,NA,51.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Akodon,torques,Akodon torques,NA,38.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Akodon,varius,Akodon varius,NA,40,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,ground dwelling,carnivore
Artiodactyla,Bovidae,Alcelaphus,buselaphus,Alcelaphus buselaphus,diurnal,160937.86,927.7,2,242.66,1,2.73,1,NA,240,12500,3.65,827.69,ground dwelling,herbivore
Artiodactyla,Bovidae,Alcelaphus,caama,Alcelaphus caama,NA,176115.97,NA,NA,NA,NA,NA,NA,NA,183.96,NA,3.18,NA,NA,NA
Artiodactyla,Bovidae,Alcelaphus,lichtensteinii,Alcelaphus lichtensteinii,NA,168695.66,730,3,237,1,4.41,0.98,NA,NA,15000,1.71,596.29,ground dwelling,herbivore
Chiroptera,Pteropodidae,Alionycteris,paucidentata,Alionycteris paucidentata,NA,16.24,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,above ground,NA
Rodentia,Dipodidae,Allactaga,elater,Allactaga elater,NA,59,NA,NA,NA,NA,NA,4.47,2,NA,NA,NA,105.22,NA,NA
Rodentia,Dipodidae,Allactaga,tetradactyla,Allactaga tetradactyla,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Primates,Cercopithecidae,Allenopithecus,nigroviridis,Allenopithecus nigroviridis,diurnal,4749.96,NA,NA,NA,NA,NA,1.01,NA,276,240.71,NA,NA,NA,NA
Primates,Cheirogaleidae,Allocebus,trichotis,Allocebus trichotis,both,78.09,NA,4,NA,1,NA,1,1,NA,NA,NA,NA,above ground,omnivore
Primates,Atelidae,Alouatta,belzebul,Alouatta belzebul,diurnal,6157.91,NA,NA,NA,1,NA,NA,NA,NA,NA,17,NA,above ground,NA
Primates,Atelidae,Alouatta,caraya,Alouatta caraya,diurnal,5576.96,1354.15,3,185.92,NA,NA,1.01,NA,243.6,260.6,80,1276.72,NA,herbivore
Primates,Atelidae,Alouatta,guariba,Alouatta guariba,diurnal,5188.33,NA,4,NA,1,0.03,NA,NA,NA,NA,89.09,NA,above ground,herbivore
Primates,Atelidae,Alouatta,palliata,Alouatta palliata,diurnal,6576.99,1382.13,2,185.42,1,0.19,1.02,NA,300,318.29,58.99,1578.42,above ground,herbivore
Primates,Atelidae,Alouatta,pigra,Alouatta pigra,diurnal,7172.06,NA,2,185.92,1,0.3,1.01,NA,240,480,8.53,NA,above ground,herbivore
Primates,Atelidae,Alouatta,sara,Alouatta sara,diurnal,6611.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Primates,Atelidae,Alouatta,seniculus,Alouatta seniculus,diurnal,6398.31,1671.7,6,189.9,1,0.1,1.42,NA,300,293.42,44.49,1690.22,above ground,omnivore
Rodentia,Cricetidae,Alticola,argentatus,Alticola argentatus,NA,37.69,NA,2,NA,NA,NA,4.57,3,NA,NA,NA,NA,NA,herbivore
Rodentia,Cricetidae,Alticola,roylei,Alticola roylei,NA,37,NA,NA,NA,NA,NA,5.44,10,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Alticola,stoliczkanus,Alticola stoliczkanus,nocturnal,30.14,NA,NA,NA,1,NA,7.77,NA,NA,NA,NA,NA,ground dwelling,NA
Rodentia,Cricetidae,Alticola,strelzowi,Alticola strelzowi,NA,49.99,NA,NA,20.85,1,NA,6.9,2.25,NA,3,NA,NA,ground dwelling,NA
Afrosoricida,Chrysochloridae,Amblysomus,hottentotus,Amblysomus hottentotus,both,62.6,NA,2,NA,2,0.000334208,1.86,2,12,4.5,1000,NA,ground dwelling,omnivore
Chiroptera,Phyllostomidae,Ametrida,centurio,Ametrida centurio,NA,10.61,NA,1,NA,1,NA,0.98,NA,NA,NA,NA,NA,above ground,herbivore
